Модель,Цена,Год выпуска,Пробег,Кузов,Объем,Мощность,Коробка,Тип двигателя,Топливо,Расход,Привод,Разгон,"Максимальная скорость, км/ч",Страна марки,Класс,Цвет,Состояние,Владельцы,ПТС
Kia Picanto I Рестайлинг,325000.0,2009.0,65359.0,хэтчбек 5 дв.,1.1,64.0,автомат,бензин,АИ-95,5.8,передний,17.5,146.0,Южная Корея,A,красный,не требует ремонта,3,оригинал
LADA (ВАЗ) Vesta I,560000.0,2016.0,55000.0,седан,1.6,106.0,робот,бензин,АИ-92,6.6,передний,14.1,178.0,Россия,B,красный,не требует ремонта,2,оригинал
Volkswagen Polo V,599000.0,2014.0,130146.0,седан,1.6,105.0,автомат,бензин,АИ-95,7.0,передний,12.1,187.0,Германия,B,синий,не требует ремонта,1,оригинал
Hyundai Grand Starex I,727000.0,2009.0,235168.0,минивэн,2.5,174.0,автомат,дизель,ДТ,nan,задний,nan,nan,Южная Корея,M,серый,не требует ремонта,3,оригинал
Ford Focus III,509700.0,2012.0,27565.0,хэтчбек 5 дв.,1.6,125.0,робот,бензин,АИ-95,6.4,передний,11.7,193.0,США,C,серый,не требует ремонта,1,оригинал
Mercedes-Benz GL-klasse  II (X166) 550,2749000.0,2014.0,178000.0,внедорожник 5 дв.,4.7,435.0,автомат,бензин,АИ-95,11.5,полный,5.4,250.0,Германия,J,белый,не требует ремонта,1,оригинал
ГАЗ 3110 «Волга»,49000.0,2001.0,145000.0,седан,2.5,81.0,механика,бензин,АИ-80,nan,задний,22.0,140.0,Россия,D,белый,не требует ремонта,1,оригинал
Chevrolet Cruze I Рестайлинг,510000.0,2013.0,76000.0,седан,1.6,109.0,автомат,бензин,АИ-95,8.3,передний,13.5,177.0,США,C,золотистый,не требует ремонта,2,оригинал
Chevrolet Aveo II,365000.0,2012.0,107000.0,седан,1.6,115.0,автомат,бензин,АИ-95,7.1,передний,11.7,186.0,США,B,серый,не требует ремонта,2,оригинал
Audi A8 I (D2) Рестайлинг,330000.0,2000.0,219000.0,седан,3.7,260.0,автомат,бензин,АИ-98,12.3,полный,8.6,250.0,Германия,F,серый,не требует ремонта,3,оригинал
Volkswagen Golf IV,220000.0,1998.0,180000.0,хэтчбек 5 дв.,1.6,101.0,механика,бензин,АИ-95,nan,передний,11.9,188.0,Германия,C,серебристый,не требует ремонта,3,оригинал
Chevrolet Niva I,210000.0,2003.0,260000.0,внедорожник 5 дв.,1.7,80.0,механика,бензин,АИ-95,10.8,полный,19.0,140.0,США,J,белый,не требует ремонта,3,оригинал
Mercedes-Benz B-klasse  II (W246) 180,900000.0,2013.0,47700.0,хэтчбек 5 дв.,1.6,122.0,робот,бензин,АИ-95,5.9,передний,10.2,190.0,Германия,C,чёрный,не требует ремонта,1,оригинал
Daewoo Matiz I Рестайлинг,120000.0,2005.0,130000.0,хэтчбек 5 дв.,0.8,52.0,механика,бензин,АИ-92,6.8,передний,17.0,144.0,Южная Корея,A,красный,не требует ремонта,3,оригинал
Opel Vectra B,140000.0,1997.0,380000.0,универсал 5 дв.,1.6,100.0,механика,бензин,АИ-95,8.1,передний,13.0,185.0,Германия,D,красный,не требует ремонта,3,оригинал
Audi Q3 I Рестайлинг,1400000.0,2015.0,50000.0,внедорожник 5 дв.,2.0,180.0,робот,бензин,АИ-95,6.5,полный,7.6,217.0,Германия,J,белый,не требует ремонта,1,оригинал
Opel Astra H Рестайлинг GTC,350000.0,2007.0,147000.0,хэтчбек 3 дв.,1.8,140.0,автомат,бензин,АИ-95,7.1,передний,11.2,190.0,Германия,C,красный,не требует ремонта,3,дубликат
Ford Focus III,505000.0,2013.0,90200.0,универсал 5 дв.,1.6,125.0,робот,бензин,АИ-95,6.4,передний,11.9,193.0,США,C,чёрный,не требует ремонта,2,оригинал
LADA (ВАЗ) 2109,75000.0,2005.0,180000.0,хэтчбек 5 дв.,1.5,78.0,механика,бензин,АИ-95,nan,передний,12.5,156.0,Россия,B,зелёный,не требует ремонта,3,оригинал
Skoda Fabia II,320000.0,2009.0,172484.0,хэтчбек 5 дв.,1.4,86.0,механика,бензин,АИ-95,6.5,передний,12.3,174.0,Чехия,B,серый,не требует ремонта,3,оригинал
BMW 1 серия  I (E81/E82/E87/E88) Рестайлинг 116i,530000.0,2010.0,130000.0,хэтчбек 5 дв.,1.6,115.0,автомат,бензин,АИ-95,7.7,задний,12.3,197.0,Германия,C,белый,не требует ремонта,3,оригинал
LADA (ВАЗ) 2107,60000.0,2005.0,5000.0,седан,1.6,75.0,механика,бензин,АИ-95,8.5,задний,15.0,150.0,Россия,B,белый,не требует ремонта,3,оригинал
Hyundai Avante V,670000.0,2011.0,137000.0,седан,1.6,140.0,автомат,nan,nan,nan,передний,nan,nan,Южная Корея,C,серебристый,не требует ремонта,1,оригинал
Chery Tiggo (T11) I,200000.0,2007.0,163000.0,внедорожник 5 дв.,2.4,129.0,механика,бензин,АИ-92,nan,полный,14.5,175.0,Китай,J,чёрный,не требует ремонта,3,дубликат
Toyota Avensis II Рестайлинг,590000.0,2006.0,95000.0,седан,2.0,147.0,механика,бензин,АИ-95,8.1,передний,9.4,210.0,Япония,D,серебристый,не требует ремонта,1,оригинал
Ford Fiesta Mk6,300000.0,2010.0,127000.0,хэтчбек 5 дв.,1.2,82.0,механика,бензин,АИ-95,5.7,передний,13.3,168.0,США,B,чёрный,не требует ремонта,2,оригинал
Mercedes-Benz C-klasse  III (W204) Рестайлинг 180 BlueEFFICIENCY,920000.0,2011.0,114700.0,седан,1.8,156.0,автомат,бензин,АИ-95,6.9,задний,8.9,223.0,Германия,D,белый,не требует ремонта,2,оригинал
Hyundai Accent  II (ТагАЗ) ТагАЗ,190000.0,2005.0,215000.0,седан,1.5,102.0,механика,бензин,АИ-92,7.5,передний,10.5,181.0,Южная Корея,B,чёрный,не требует ремонта,3,оригинал
Kia Cerato  II 4-speed,395000.0,2009.0,191000.0,седан,1.6,126.0,автомат,бензин,АИ-95,7.1,передний,12.0,182.0,Южная Корея,C,серый,не требует ремонта,3,оригинал
Hyundai Solaris I Рестайлинг,655000.0,2016.0,43200.0,седан,1.6,123.0,механика,бензин,АИ-92,6.1,передний,10.3,190.0,Южная Корея,B,белый,не требует ремонта,2,оригинал
Citroen C-Elysee I,430000.0,2013.0,104000.0,седан,1.6,115.0,автомат,бензин,АИ-95,7.3,передний,10.8,188.0,Франция,B,серебристый,не требует ремонта,1,оригинал
Hyundai Santa Fe II,575000.0,2006.0,150000.0,внедорожник 5 дв.,2.7,189.0,автомат,бензин,АИ-95,10.6,полный,11.7,179.0,Южная Корея,J,чёрный,не требует ремонта,3,оригинал
LADA (ВАЗ) Granta I,335000.0,2015.0,70000.0,седан,1.6,87.0,механика,бензин,АИ-95,7.0,передний,12.4,167.0,Россия,B,белый,не требует ремонта,3,оригинал
Chevrolet Cruze I Рестайлинг,500000.0,2013.0,115000.0,седан,1.6,109.0,механика,бензин,АИ-95,7.3,передний,12.5,185.0,США,C,серебристый,не требует ремонта,2,оригинал
Toyota RAV 4 III (XA30) Рестайлинг,900000.0,2012.0,81500.0,внедорожник 5 дв.,2.0,148.0,вариатор,бензин,АИ-95,7.6,полный,11.5,185.0,Япония,J,серый,не требует ремонта,2,оригинал
Suzuki Grand Vitara III,670000.0,2007.0,155107.0,внедорожник 5 дв.,2.0,140.0,автомат,бензин,АИ-95,9.4,полный,12.5,175.0,Япония,J,серый,не требует ремонта,2,оригинал
LADA (ВАЗ) Priora I,249000.0,2012.0,100000.0,хэтчбек 5 дв.,1.6,98.0,механика,бензин,АИ-95,7.2,передний,11.5,183.0,Россия,C,белый,не требует ремонта,2,оригинал
Ford Focus III,550000.0,2014.0,102300.0,универсал 5 дв.,1.6,105.0,механика,бензин,АИ-95,6.0,передний,12.5,187.0,США,C,белый,не требует ремонта,2,оригинал
Kia Soul I,507000.0,2009.0,104000.0,хэтчбек 5 дв.,1.6,128.0,автомат,дизель,ДТ,5.9,передний,11.9,176.0,Южная Корея,J,зелёный,не требует ремонта,1,оригинал
Skoda Fabia II,350000.0,2009.0,153000.0,хэтчбек 5 дв.,1.4,86.0,механика,бензин,АИ-95,6.5,передний,12.3,174.0,Чехия,B,голубой,не требует ремонта,3,оригинал
Opel Astra H Рестайлинг GTC,355000.0,2010.0,140000.0,хэтчбек 3 дв.,1.6,115.0,робот,бензин,АИ-95,6.3,передний,12.6,194.0,Германия,C,белый,не требует ремонта,3,дубликат
LADA (ВАЗ) 2121 (4x4),220000.0,2012.0,62000.0,внедорожник 3 дв.,1.7,83.0,механика,бензин,АИ-95,9.7,полный,19.0,137.0,Россия,J,пурпурный,не требует ремонта,2,оригинал
Ford Focus III,435000.0,2012.0,92000.0,седан,1.6,105.0,механика,бензин,АИ-95,6.0,передний,12.4,189.0,США,C,белый,не требует ремонта,2,оригинал
Mazda 6 II (GH) Рестайлинг,650000.0,2011.0,95000.0,седан,2.0,147.0,автомат,бензин,АИ-95,7.7,передний,10.9,205.0,Япония,D,белый,не требует ремонта,3,дубликат
Kia Rio III Рестайлинг,715000.0,2017.0,14500.0,седан,1.6,123.0,автомат,бензин,АИ-95,6.4,передний,11.2,185.0,Южная Корея,B,белый,не требует ремонта,2,оригинал
Daewoo Matiz I Рестайлинг,170000.0,2009.0,58346.0,хэтчбек 5 дв.,0.8,52.0,механика,бензин,АИ-92,6.8,передний,17.0,144.0,Южная Корея,A,голубой,не требует ремонта,1,оригинал
Volkswagen Polo V,510000.0,2013.0,84152.0,седан,1.6,105.0,автомат,бензин,АИ-95,7.0,передний,12.1,187.0,Германия,B,белый,не требует ремонта,2,оригинал
BMW 5 серия  V (E60/E61) Рестайлинг 520i,700000.0,2008.0,175000.0,седан,2.0,156.0,автомат,бензин,АИ-95,8.2,задний,10.6,219.0,Германия,E,коричневый,не требует ремонта,3,оригинал
Volkswagen Passat B5 Рестайлинг,240000.0,2001.0,296000.0,седан,1.8,170.0,автомат,nan,бензин,nan,АИ-95,nan,nan,Германия,D,чёрный,не требует ремонта,3,оригинал
Renault Duster I,625000.0,2013.0,62300.0,внедорожник 5 дв.,2.0,135.0,автомат,бензин,АИ-95,8.3,передний,11.2,168.0,Франция,J,коричневый,не требует ремонта,2,оригинал
Nissan Note I Рестайлинг,470000.0,2011.0,160000.0,хэтчбек 5 дв.,1.4,88.0,механика,бензин,АИ-95,6.3,передний,13.1,165.0,Япония,B,чёрный,не требует ремонта,3,оригинал
Mercedes-Benz GL-klasse  I (X164) Рестайлинг 350,1470000.0,2011.0,110000.0,внедорожник 5 дв.,3.0,224.0,автомат,дизель,ДТ,9.8,полный,9.5,210.0,Германия,J,коричневый,не требует ремонта,3,оригинал
Mercedes-Benz GLA-klasse  X156 Рестайлинг 250,2050000.0,2017.0,30000.0,внедорожник 5 дв.,2.0,211.0,робот,бензин,АИ-95,6.6,полный,6.6,230.0,Германия,J,синий,не требует ремонта,1,оригинал
Daewoo Nexia I Рестайлинг,215000.0,2010.0,94000.0,седан,1.6,109.0,механика,бензин,АИ-92,8.9,передний,11.0,185.0,Южная Корея,C,голубой,не требует ремонта,2,оригинал
SsangYong Rexton II,950000.0,2012.0,85000.0,внедорожник 5 дв.,2.7,186.0,автомат,дизель,ДТ,9.2,полный,11.6,181.0,Южная Корея,J,белый,не требует ремонта,2,оригинал
Volkswagen Jetta VI,580000.0,2013.0,197000.0,седан,1.4,122.0,механика,бензин,АИ-98,6.2,передний,9.8,202.0,Германия,C,белый,не требует ремонта,1,оригинал
LADA (ВАЗ) Granta I,340000.0,2013.0,135000.0,седан,1.6,106.0,механика,бензин,АИ-95,6.7,передний,10.9,183.0,Россия,B,оранжевый,не требует ремонта,1,оригинал
Honda Integra III Рестайлинг,160000.0,2000.0,140000.0,седан,1.6,120.0,автомат,nan,бензин,nan,АИ-95,nan,nan,Япония,C,белый,не требует ремонта,3,оригинал
LADA (ВАЗ) 2115,70000.0,2000.0,290000.0,седан,1.5,78.0,механика,бензин,АИ-95,7.2,передний,14.0,165.0,Россия,C,голубой,не требует ремонта,3,оригинал
Renault Logan I,175000.0,2007.0,190316.0,седан,1.4,75.0,механика,бензин,АИ-95,6.8,передний,13.0,162.0,Франция,B,белый,не требует ремонта,3,оригинал
Iran Khodro Samand,190000.0,2006.0,129000.0,седан,1.8,100.0,механика,бензин,АИ-92,8.5,передний,11.9,185.0,Иран,C,серебристый,не требует ремонта,3,оригинал
Peugeot 107 I,250000.0,2007.0,84000.0,хэтчбек 5 дв.,1.0,68.0,робот,бензин,АИ-95,4.8,передний,14.9,157.0,Франция,A,красный,не требует ремонта,3,оригинал
Hyundai Getz I,240000.0,2004.0,110000.0,хэтчбек 5 дв.,1.3,82.0,автомат,бензин,АИ-92,nan,передний,14.8,161.0,Южная Корея,B,серебристый,не требует ремонта,3,дубликат
Chevrolet Cobalt II,365000.0,2013.0,132211.0,седан,1.5,105.0,механика,бензин,АИ-95,6.5,передний,11.7,170.0,США,B,чёрный,не требует ремонта,2,оригинал
BMW 3 серия  VI (F3x) 320i,1240000.0,2012.0,80000.0,седан,2.0,184.0,автомат,бензин,АИ-95,5.9,задний,7.6,235.0,Германия,D,белый,не требует ремонта,2,оригинал
Skoda Octavia III,820000.0,2014.0,59400.0,лифтбек,1.4,140.0,робот,бензин,АИ-95,5.3,передний,8.5,215.0,Чехия,C,белый,не требует ремонта,1,оригинал
